ClusterID,Treatment,n_participants,YP_lw_ws_5m,YP_ap_ws_5m,YP_ew_ss_5m,YP_EF3_RT_5m,YP_EF3_perccorr_5m,post_YP_ew_raw_G1,post_YP_lw_ws_G1,post_YP_ap_ws_G1,YS_dotP_biasG_5m,YS_fb_p2_percCorr_5m,YS_ravens_sum_score_5m,YS_RCN_MeanTime_R_5m,YS_rdots_rt_mean_5m,YS_amy_1r_5m,YS_amy_2r_5m,YS_amy_3r_5m,YS_cort_1r_5m,YS_cort_2r_5m,YS_cort_3r_5m,YS_Time1_h_5m,YS_Time2_h_5m,YS_Time3_h_5m,X_lw_ws_0m,X_ap_ws_0m,X_dotP_biasG_0m,X_ravens_sum_score_0m,X_RCN_MeanTime_R_0m,X_rdots_rt_mean_0m,X_EF_meanZ_0m,X_cort_1r_0m,X_cort_2r_0m,X_cort_3r_0m,X_amy_1r_0m,X_amy_2r_0m,X_amy_3r_0m,X_Time1_h_0m,X_Time2_h_0m,X_Time3_h_0m,X_EF2_RT_0m,X_EF2_perccorr_0m,X_AgeMonths_0m,X_Sex_0m,X_ParentEd__0m,X_FreeReduced_0m,X_pv_sum_0m
110000,0,11,407.7,446.6666666666667,108.6,1267.0848679755277,0.7365554384620424,75.3,439.7,457.4,47.797727272727265,0.2090909090909091,9.3,45.25,538.4360459144942,8.334560559614374,9.772975787059917,9.438568818828443,-2.305934348831779,-2.119452311118787,-2.253025914008817,10.53863888888888,10.866416666666673,11.240583333333337,376.2,431,-119.88055555555557,7.5,42.2,646.4958024691357,-0.1254915459521846,-2.128439502774652,-2.0066961908187175,-1.8597285577102676,11.373679375937535,10.051221111029786,10.800357523246907,10.034999999999997,10.10455555555555,10.491499999999979,1099.076709306332,0.6433320746163516,70.05558544020082,0.5454545454545454,3,0.506382978723404,12.166666666666666
120000,0,24,425.0416666666667,460.25,123.375,1239.8399865666322,0.7845866882433553,92.04761904761905,454.6190476190476,471.7,-9.969565217391297,0.3041666666666667,9.25,47.729166666666664,551.8154321177705,10.275082351921652,11.020316818304421,10.381767414688765,-2.282903108014284,-2.222936175515169,-2.3607668878427366,10.254861111111108,10.604224537037044,10.955729166666664,394.75,447.25,-68.6907894736842,7.857142857142857,47.05,562.3931856553409,0.4167846713478768,-2.24761324207896,-2.4205506464644353,-2.6416613137221714,9.725990954358632,10.222310408465813,11.124448330288741,9.93623611111113,10.286458333333345,10.62993055555557,1162.0819945034473,0.7345522479831208,69.27733946964716,0.5416666666666666,7,0.0476190476190477,13.523809523809524
130000,0,22,399.63157894736844,443.36842105263156,115,1153.8190144603873,0.7500080620896169,78.6,435.35,458,48.759375,0.22631578947368422,8.4,53.85294117647059,517.215871159048,7.440796215482649,7.752916763303978,7.843490482357879,-1.5000795932789905,-1.5573331986442676,-1.6943583314247292,9.57268518518518,9.858728070175436,10.236372549019608,367.65,437.2,3.3481481481480997,8.55,52.71052631578947,756.8628225911348,0.24453981269067424,-1.7147606264999236,-1.6468818659948774,-1.8071359814169665,7.703177776466631,6.9948020628615675,6.667515799847094,10.112500000000015,10.393552631578961,10.572253086419765,1216.191944896355,0.7182623271787901,69.93604685912378,0.6363636363636364,5,0.138888888888889,12.05
130000,0,22,399.63157894736844,443.36842105263156,115,1153.8190144603873,0.7500080620896169,78.6,435.35,458,48.759375,0.22631578947368422,8.4,53.85294117647059,517.215871159048,7.440796215482649,7.752916763303978,7.843490482357879,-1.5000795932789905,-1.5573331986442676,-1.6943583314247292,9.57268518518518,9.858728070175436,10.236372549019608,367.65,437.2,3.3481481481480997,8.55,52.71052631578947,756.8628225911348,0.24453981269067424,-1.7147606264999236,-1.6468818659948774,-1.8071359814169665,7.703177776466631,6.9948020628615675,6.667515799847094,10.112500000000015,10.393552631578961,10.572253086419765,1216.191944896355,0.7182623271787901,69.93604685912378,0.6363636363636364,6,0.138888888888889,12.05
140000,1,22,413.85,454.15,117.6,1202.7508508869557,0.7672079470534605,88.61111111111111,434.8888888888889,464.1666666666667,39.9219298245614,0.295,9.2,45.5,519.6615219062043,7.418886496295441,7.731691790010632,7.658633672016401,-2.3645832119281534,-2.3268061521508434,-2.376900236647777,10.673796296296299,10.83267973856209,11.514340277777775,375.54545454545456,438.85714285714283,44.425000000000054,7.7272727272727275,47.029411764705884,601.3160278627088,0.15653197511035993,-2.171792940338412,-2.4263308316922805,-2.5661194756194354,7.798772927384525,7.566798432626565,7.811107059425025,11.193107638888893,11.503333333333355,11.862756410256424,1123.0461855089798,0.7052055853691251,68.5643416412647,0.5454545454545454,7,0.293286219081272,13.409090909090908
150000,1,16,410,449.3333333333333,110.66666666666667,1178.5413462405331,0.7835865218823913,85.33333333333333,452.44444444444446,468,42.925,0.30714285714285716,8.916666666666666,57.708333333333336,552.5074758255794,7.330089858499641,7.742776405523165,7.845884382552294,-1.4498773751955376,-1.576868977849545,-1.6790999737109802,10.442106481481483,10.79243055555555,11.157083333333334,366,434.14285714285717,-117.55,8.066666666666666,59.25,810.6907671199648,0.15565442935370796,-1.4889145310611425,-1.515032369428932,-1.5287467367459895,6.689391747582687,7.483626317227854,8.21369747391534,10.73446296296298,11.036666666666688,11.364259259259278,1109.1467864514464,0.6630461010020544,68.07815581854042,0.375,5,0.164794007490637,11.666666666666666
150000,1,16,410,449.3333333333333,110.66666666666667,1178.5413462405331,0.7835865218823913,85.33333333333333,452.44444444444446,468,42.925,0.30714285714285716,8.916666666666666,57.708333333333336,552.5074758255794,7.330089858499641,7.742776405523165,7.845884382552294,-1.4498773751955376,-1.576868977849545,-1.6790999737109802,10.442106481481483,10.79243055555555,11.157083333333334,366,434.14285714285717,-117.55,8.066666666666666,59.25,810.6907671199648,0.15565442935370796,-1.4889145310611425,-1.515032369428932,-1.5287467367459895,6.689391747582687,7.483626317227854,8.21369747391534,10.73446296296298,11.036666666666688,11.364259259259278,1109.1467864514464,0.6630461010020544,68.07815581854042,0.375,6,0.164794007490637,11.666666666666666
160000,1,24,411.5833333333333,451.5416666666667,113.04166666666667,1222.0139176377154,0.7496432455870397,80.18181818181819,436.72727272727275,468.54545454545456,-10.459523809523821,0.3,8.958333333333334,42.354166666666664,544.4831268284718,8.035586122339136,8.863712029127488,8.25711512862285,-2.2419262308672776,-2.2408711848851968,-2.4233902791039132,11.141817129629633,11.48011574074074,11.819826388888893,378.375,438.40909090909093,-52.6514492753623,7.521739130434782,45.29545454545455,584.6615478076113,0.2729506301772766,-2.42224718571254,-2.336670799149003,-2.625423922424565,8.934330252424305,8.582287439036559,9.194486779113376,11.411026570048323,11.809791666666682,12.064637681159432,1181.3600119993166,0.6973423802765895,68.1815691431076,0.5833333333333334,6,0.147286821705426,13
170000,0,21,380.9,420.6,85.3,1176.41820385708,0.6002103869741005,45.36842105263158,399.2631578947368,437.1578947368421,48.09687500000003,0.05,8.45,54.23684210526316,581.332657792026,8.400080783044068,9.182819056563025,8.387243798852559,-2.0940786265700755,-2.3237406071024567,-2.358169618452069,10.426944444444448,10.764902777777774,11.098847222222219,350.7142857142857,417,77.46964285714287,7.714285714285714,59.5,720.2906886837324,-0.8783653063426524,-2.007399954952776,-2.1593409309122893,-2.2944637066053972,7.302834198836771,8.511804421428948,8.50582910652198,11.19698412698413,11.5828306878307,11.891069444444456,1023.2602719525639,0.5033903348346221,68.76741492126108,0.5238095238095238,3,0.897674418604651,10.142857142857142
180000,1,22,376.1111111111111,428.22222222222223,84.33333333333333,1162.2761786861784,0.6305807058970356,45.05882352941177,408.5882352941176,441.94117647058823,-32.015104166666646,0.17777777777777778,8.722222222222221,46.25,575.0815596954269,7.959660090150159,9.68422289884884,9.585531549060258,-1.897496047791027,-1.9331041514205192,-2.040406200916152,9.802973856209148,10.134901960784324,10.437968750000003,347.8181818181818,414.1363636363636,-82.94705882352942,7.909090909090909,48.1,663.263693212423,-0.5736768253094097,-2.219468449689803,-2.134608966007591,-2.5197378421481336,10.167468776026082,9.588481233963092,9.655752760590289,10.087309941520477,10.292675438596499,10.60242592592593,1031.202738063182,0.5717962476766,70.14673360827207,0.5,3,0.841975308641975,10.181818181818182
